words,polarity,negativeCounter,neutralCounter,positiveCounter,iteration
debruagem,+,0,0,1,5
azedar-se,0,0,1,0,4
transplante,+,0,0,1,4
mangonha,-,1,0,0,4
mungir,A,1,0,1,4
ordenhar,U,0,0,0,5
singenésico,U,0,0,0,-1
sinantéreo,U,0,0,0,-1
expurgado,U,0,0,0,5
leão,U,0,0,0,-1
dumba,U,0,0,0,-1
farrear,0,0,1,0,5
olhizaino,-,1,0,0,4
taxativo,+,0,0,1,5
sequestração,U,0,0,0,6
repressor,-,1,0,0,4
contristação,-,2,0,0,3
revulsar,0,0,1,0,4
bailete,-,1,0,0,3
envigorar,+,0,0,1,3
cã,+,0,0,1,5
branca,+,0,0,1,6
toadilha,-,1,0,0,6
introduzido,+,0,0,1,5
esburacar,+,0,0,1,3
lurar,A,0,1,1,4
tinta-da-china,U,0,0,0,-1
nanquim,U,0,0,0,-1
retido,+,0,0,1,4
embotar,0,0,1,0,4
rebotar,A,1,1,0,4
sentenciar,0,0,1,0,3
expressamente,-,1,0,0,8
amarradura,U,0,0,0,-1
boçagem,U,0,0,0,-1
adem,U,0,0,0,-1
chieira,-,4,0,0,2
bur,U,0,0,0,-1
desmontado,-,1,0,0,5
tetracordo,U,0,0,0,-1
tetracorde,U,0,0,0,-1
pé-coxinho,U,0,0,0,-1
chinclopé,U,0,0,0,-1
abeliano,0,0,1,0,3
fingidamente,0,0,1,0,6
dissimuladamente,0,0,1,0,7
desacompassado,0,0,1,0,4
borbulhaço,A,1,1,0,5
lúdico,+,0,0,1,4
encadeado,+,0,0,2,5
pintural,+,0,0,1,5
contestado,A,1,0,1,4
morteiro,U,0,0,0,-1
agrimar-se,0,0,1,0,3
oral,+,0,0,2,6
alavanca,+,0,0,1,3
esquentar-se,+,0,0,1,4
enlevação,0,0,1,0,4
gajas,A,0,1,1,4
proximidades,+,0,0,1,3
sinteticamente,U,0,0,0,-1
substantivação,U,0,0,0,-1
nominalização,U,0,0,0,-1
farrapão,0,0,1,0,4
mastodinia,U,0,0,0,-1
mastalgia,U,0,0,0,-1
erotismo,-,1,0,0,5
trinchante,U,0,0,0,-1
trinchador,U,0,0,0,-1
boleamento,U,0,0,0,4
reestruturado,-,1,0,0,6
pêndulo,U,0,0,0,-1
pêndula,U,0,0,0,-1
esporulação,U,0,0,0,-1
endogenia,U,0,0,0,-1
renzilhar,0,0,1,0,5
trombicar,A,1,1,0,4
pragmática,+,0,0,2,3
tolete,U,0,0,0,-1
escalmo,U,0,0,0,-1
gavião,+,0,0,1,4
martinete,+,0,0,1,5
corrupio,A,1,1,1,4
desmoldar,U,0,0,0,-1
exclusão,+,0,0,1,4
disperder,-,2,0,0,3
gatunagem,0,0,1,0,4
afia-lápis,+,0,0,2,4
entestar,0,0,2,0,3
desmerecido,-,2,1,0,4
fornecedor,U,0,0,0,-1
flostrias,-,1,0,0,5
quintão,U,0,0,0,5
folhudo,0,0,2,0,4
lâmpada-piloto,U,0,0,0,-1
luz-piloto,U,0,0,0,-1
armela,+,0,0,1,8
prenhez,U,0,0,0,4
crivo-traqueano,U,0,0,0,-1
líbero-lenhoso,U,0,0,0,-1
cita,+,0,0,1,5
privatizado,0,0,1,0,4
desmandar-se,+,0,0,1,5
óptico,U,0,0,0,-1
grilhões,U,0,0,0,4
atrevidamente,U,0,0,0,-1
desaforadamente,U,0,0,0,-1
urbanizar,U,0,0,0,4
caurim,-,1,0,0,1
cardador,U,0,0,0,-1
emborrador,U,0,0,0,-1
timidamente,U,0,0,0,-1
curtamente,U,0,0,0,-1
brete,-,1,0,0,1
álcool,+,0,0,1,3
adoidado,0,0,1,0,6
traslado,A,1,1,0,3
suportes,+,0,0,1,3
catequizar,0,0,3,0,4
persistentemente,0,0,1,0,6
rabaz,U,0,0,0,6
separadora,-,1,0,0,5
Deus,0,0,1,0,3
penso,+,0,0,1,4
curare,U,0,0,0,-1
ticuna,U,0,0,0,-1
papa-moscas,0,0,1,0,5
arremessão,-,1,0,0,3
tinca,U,0,0,0,-1
tenca,U,0,0,0,-1
tributando,U,0,0,0,-1
tachar,+,0,0,1,4
operculífero,U,0,0,0,-1
operculado,U,0,0,0,-1
paroníquia,U,0,0,0,-1
amorrinhar,-,1,0,0,4
razoamento,+,0,1,2,3
Caçarola,U,0,0,0,-1
Ursa_Maior,U,0,0,0,-1
adinheirado,U,0,0,0,3
anaduva,U,0,0,0,-1
adua,U,0,0,0,-1
militar,0,0,2,0,4
cepudo,0,0,1,0,2
múltiplo,-,1,0,0,4
caucasiano,+,0,0,1,4
sobreposto,U,0,0,0,4
blindagem,+,0,0,1,4
guarda-chaves,+,0,0,1,11
reviçar,+,0,0,1,6
serpentina,+,0,0,1,5
estenografia,U,0,0,0,-1
logografia,U,0,0,0,-1
desconfranger,-,2,0,0,5
sabão,+,0,0,1,6
caracará,U,0,0,0,7
carrapateiro,U,0,0,0,6
alourar,U,0,0,0,6
enlourar,U,0,0,0,7
escalda-rabo,A,1,0,1,3
enormemente,0,0,1,0,4
imaginante,U,0,0,0,6
encobridor,+,0,0,1,5
acoitador,+,0,0,1,6
ambrar,0,0,1,0,4
amedrontador,-,1,0,0,4
infindavelmente,0,0,1,0,7
perdoado,U,0,0,0,-1
absolvido,U,0,0,0,-1
baldões,U,0,0,0,-1
bolandas,U,0,0,0,-1
seleccionador,U,0,0,0,-1
refugador,U,0,0,0,-1
alfabetismo,+,0,0,1,3
literacia,+,0,0,1,4
melhora,U,0,0,0,4
expugnável,U,0,0,0,-1
freelancer,U,0,0,0,-1
freelance,U,0,0,0,-1
petisseco,-,1,0,0,4
papa-amoras,U,0,0,0,8
bisagra,+,0,0,1,4
desvalido,-,1,0,0,4
estomatologista,U,0,0,0,-1
estomoterapeuta,U,0,0,0,-1
piscina,+,0,0,1,6
natatório,+,0,0,1,5
desvaidade,+,0,0,1,4
ramalheteira,U,0,0,0,-1
alfoz,+,0,0,1,4
heliotropismo,U,0,0,0,-1
heliotropia,U,0,0,0,-1
atremar,0,0,1,0,3
obstétrica,U,0,0,0,-1
materialista,0,0,1,0,4
himenial,U,0,0,0,-1
himenal,U,0,0,0,-1
moiteira,+,0,0,1,6
pataratice,U,0,0,0,-1
pataratismo,U,0,0,0,-1
picheleiro,U,0,0,0,-1
encanador,U,0,0,0,-1
perpassável,0,0,1,0,5
apressurar-se,-,1,0,0,6
diametralmente,0,0,2,0,4
deflacionado,0,0,1,0,4
iambo,U,0,0,0,-1
jambo,U,0,0,0,-1
escarificado,U,0,0,0,6
sarjado,U,0,0,0,5
choutão,U,0,0,0,-1
burocrático,+,0,0,1,4
apaziguamento,+,0,0,1,5
apaniguar,+,0,1,2,4
sachador,U,0,0,0,-1
pila,A,1,0,1,4
atavanado,U,0,0,0,-1
atavonado,U,0,0,0,-1
Rutáceas,U,0,0,0,-1
Citráceas,U,0,0,0,-1
defecatório,+,0,0,1,8
espaventado,A,0,1,1,4
escadeirar,-,1,0,0,4
desastradamente,0,0,1,0,9
desafaimar,+,0,0,1,4
propulsivo,+,0,0,1,7
corneteiro,+,0,0,1,5
alecrinzeiro,U,0,0,0,-1
alecrim,U,0,0,0,-1
fígado,+,0,0,2,3
estremadura,-,1,0,0,3
etanodiol,U,0,0,0,-1
glicol,U,0,0,0,-1
urzeira,U,0,0,0,-1
urzal,U,0,0,0,-1
obstetrical,U,0,0,0,-1
diversório,-,1,0,0,3
destinação,+,0,0,3,3
maturação,+,0,0,1,5
salsicheiro,U,0,0,0,-1
charcuteiro,U,0,0,0,-1
voltar-se,0,0,1,0,3
compensar-se,+,0,0,1,4
trocaz,U,0,0,0,-1
torcaz,U,0,0,0,-1
nova,A,1,0,1,4
equipolente,U,0,0,0,5
tupir,-,1,0,0,3
estreitado,0,0,2,0,5
tracanaz,+,0,0,1,6
catrameço,+,0,0,1,5
danificação,A,1,0,1,3
novidadeiro,U,0,0,0,6
vindícia,U,0,0,0,5
vigota,+,0,0,2,7
desapreciar,-,1,0,0,3
ingratidão,-,1,0,0,3
desagradecimento,-,1,0,0,4
olho-d'água,U,0,0,0,5
motivos,+,0,0,1,5
envaidecido,0,0,1,0,3
ufanoso,A,0,1,1,4
úvula,U,0,0,0,-1
campainha,U,0,0,0,-1
vórtice,-,2,0,1,5
co-opositor,-,1,0,0,6
mofo,-,1,0,0,4
desembirrar,-,1,0,0,6
suberoso,U,0,0,0,-1
suberiforme,U,0,0,0,-1
Primário,U,0,0,0,-1
Paleozóico,U,0,0,0,-1
tarecos,+,0,0,1,6
xurumbambos,+,0,0,1,5
osteófago,U,0,0,0,-1
ossívoro,U,0,0,0,-1
desatascar,0,0,1,0,4
resteva,-,1,0,0,2
guarda-roupa,+,0,0,1,6
recâmara,+,0,0,1,5
clique,-,1,0,0,2
alcachinar,-,1,0,0,3
comiserar,-,1,0,0,3
obstetrício,U,0,0,0,-1
calafetar,U,0,0,0,-1
dessistema,-,1,0,0,4
tilintar,+,0,0,1,4
fundibulário,U,0,0,0,-1
fundeiro,U,0,0,0,-1
reificar,0,0,2,0,2
numerosíssimo,0,0,1,0,2
albugínea,+,0,0,1,5
codicilo,+,0,0,1,3
milheiro,-,1,0,0,6
suro,U,0,0,0,5
raposo,U,0,0,0,5
sensório,+,0,0,2,3
stock,+,0,0,2,3
satânico,-,2,0,0,3
beliche,+,0,0,1,5
empulhação,-,1,0,0,1
murchidão,-,1,0,0,5
penitência,+,0,0,2,4
sublunar,U,0,0,0,6
jaleca,U,0,0,0,5
interferir,0,0,2,0,4
primaz,U,0,0,0,4
mamelão,+,0,0,2,5
brutalização,U,0,0,0,-1
brutificação,U,0,0,0,-1
reconquistar,0,0,1,0,3
mourejar,0,0,1,0,4
casulo,+,0,0,1,6
dimissórias,U,0,0,0,-1
reverendas,U,0,0,0,-1
integração,+,0,0,1,4
enquadramento,+,0,0,1,5
arcabuzar,U,0,0,0,6
atemorizado,-,1,0,0,4
cavaleirar,+,0,0,1,4
escleroftalmia,U,0,0,0,-1
alfandegário,U,0,0,0,-1
aduaneiro,U,0,0,0,-1
brincão,U,0,0,0,4
pretendedor,-,2,0,0,7
putrefacção,-,2,0,0,3
emancipação,0,0,2,1,4
grainha,-,3,0,0,6
chaveira,-,1,0,0,7
fármaco,+,0,0,1,3
lamuriento,U,0,0,0,-1
gemebundo,U,0,0,0,-1
estrelinha,+,0,0,1,2
abadejo,+,0,0,1,3
caixilhame,U,0,0,0,-1
caixilharia,U,0,0,0,-1
peões,U,0,0,0,-1
peonagem,U,0,0,0,-1
rotatório,U,0,0,0,-1
esparvadiço,U,0,0,0,5
assunar,0,0,1,0,4
desarrumado,-,2,0,0,4
roldão,-,1,0,0,3
timpanilho,U,0,0,0,-1
enformar,0,0,1,0,3
rola-do-mar,+,0,0,1,5
desbambar,+,0,0,2,4
suspirar,0,0,1,0,3
guisar,0,0,2,0,3
conjugal,U,0,0,0,-1
jugal,U,0,0,0,-1
comiserador,U,0,0,0,-1
comiserativo,U,0,0,0,-1
triz,+,0,0,1,4
lembrar-se,0,0,2,0,4
rabelaisiano,+,0,0,1,4
hiemal,U,0,0,0,-1
enxara,-,1,0,0,6
repolhar,+,0,0,1,3
desnublado,+,0,0,1,5
incontingente,+,0,0,1,3
prescindível,0,0,1,0,6
decimar,U,0,0,0,4
desproporção,-,2,0,0,4
escãibo,A,0,1,1,5
desenquadrar,U,0,0,0,-1
abatatado,-,3,0,0,4
macoca,+,0,0,1,4
sufragar,+,0,0,1,3
fitogénese,U,0,0,0,-1
fitogenia,U,0,0,0,-1
terceiro,+,0,0,2,5
barco,+,0,0,1,6
pró,+,0,0,2,3
prosseguir,A,0,1,1,2
zavado,-,1,0,0,3
reparador,0,0,1,0,5
pratalhada,U,0,0,0,-1
passarão,U,0,0,0,4
imperceptivelmente,0,0,1,0,7
misticismo,U,0,0,0,-1
espiritualidade,U,0,0,0,-1
porcalho,-,2,0,0,7
acorrer,A,1,1,0,3
anélidos,U,0,0,0,-1
anelídeo,U,0,0,0,-1
profanete,+,0,0,1,4
cigerão,U,0,0,0,-1
cizirão,U,0,0,0,-1
habituar-se,0,0,2,0,4
iconómaco,-,1,0,0,6
apertão,-,1,0,0,4
entalão,-,1,0,0,5
advogar,A,0,1,1,4
tautofonia,U,0,0,0,5
estalo,+,0,0,1,3
gatinho,-,1,0,0,4
bichano,-,1,0,0,3
chibança,-,1,0,0,3
vendedoiro,U,0,0,0,-1
vendedouro,U,0,0,0,-1
devotado,+,0,0,1,5
degredar,0,0,3,0,4
argolar,U,0,0,0,4
irrefragável,+,0,0,2,4
encalho,-,1,0,0,5
inobediência,-,1,0,0,5
malvada,+,0,0,1,4
verde-escuro,U,0,0,0,-1
oliváceo,U,0,0,0,-1
tramador,+,0,0,1,5
rumoroso,-,1,0,0,5
atalanta,U,0,0,0,-1
almirante-vermelho,U,0,0,0,-1
partidarismo,-,2,0,0,5
pactuário,U,0,0,0,-1
pactuante,U,0,0,0,-1
espionar,A,0,1,1,3
namoriscado,U,0,0,0,-1
amoriscado,U,0,0,0,-1
transtornar-se,-,2,0,0,3
desencastoar,0,0,1,0,6
mucoco,U,0,0,0,-1
mucuco,U,0,0,0,-1
ácer,+,0,0,1,4
apóstrofo,U,0,0,0,-1
vira-acento,U,0,0,0,-1
farpinha,U,0,0,0,4
farpela,U,0,0,0,3
crineira,-,1,0,0,5
crinal,-,1,0,0,6
pirilampo,+,0,0,1,5
volte-face,0,0,1,0,4
yen,U,0,0,0,-1
iene,U,0,0,0,-1
sorveduro,+,0,0,1,6
curar-se,+,0,0,1,4
decumbente,+,0,0,1,4
axorca,U,0,0,0,-1
xorca,U,0,0,0,-1
rúbeo,0,0,1,0,5
rubente,0,0,1,0,6
encaixado,U,0,0,0,5
barbilhão,-,1,0,0,4
optimatia,+,0,0,1,3
miserar,-,1,0,0,4
esbandulhar,U,0,0,0,-1
deslinguado,A,1,1,0,4
axial,U,0,0,0,5
esbarrigado,+,0,0,1,4
esvair-se,0,0,1,0,3
erodir,+,0,0,1,3
esqualidez,-,2,0,0,5
lapidação,0,0,1,0,3
apedrejamento,0,0,1,0,4
salteamento,U,0,0,0,6
inclementemente,0,0,1,0,8
tangível,+,0,0,2,4
barregueiro,-,1,0,0,3
controversista,+,0,0,1,6
bolbiforme,U,0,0,0,-1
bulbiforme,U,0,0,0,-1
tira-fundo,U,0,0,0,-1
saca-fundo,U,0,0,0,-1
desvidrar,-,1,0,0,4
desconceituar-se,-,1,0,0,4
alporca,U,0,0,0,-1
sustenido,+,0,0,1,4
díese,+,0,0,1,5
remora,-,2,0,0,4
cumprimenteiro,+,0,0,1,6
sagra,+,0,0,1,5
bizarrear,+,0,0,2,4
antítese,-,1,0,0,3
ternamente,0,0,1,0,5
sáfio,0,1,3,0,3
padronizar,0,0,1,0,5
trambelho,+,0,0,1,4
gasolineiro,U,0,0,0,-1
frentista,U,0,0,0,-1
peruviano,U,0,0,0,-1
peruano,U,0,0,0,-1
lazulite,U,0,0,0,-1
lápis-lazúli,U,0,0,0,-1
palmatoriar,U,0,0,0,-1
palmatoar,U,0,0,0,-1
atraiçoamento,U,0,0,0,3
saturação,-,1,0,0,4
raspas,+,0,0,1,7
babilónico,A,2,0,2,3
juba,-,1,0,0,4
seminu,A,1,1,0,5
ulular,0,0,1,0,4
velejar,U,0,0,0,4
minarete,-,1,0,0,5
timbalear,+,0,0,1,3
sagitário,0,0,2,0,7
estadeação,-,2,0,0,3
farfalhador,-,2,0,0,5
assoldadar,0,0,1,0,5
caudalosidade,-,1,0,0,5
balça,A,1,1,0,5
mitridatizar,0,0,1,0,6
ingracioso,-,1,0,0,4
hebetismo,-,1,0,0,4
mamoeiro,U,0,0,0,-1
artificialidade,-,1,0,0,5
teatralidade,-,1,0,0,4
construtivo,+,0,0,1,3
adormecido,A,1,0,1,4
tachada,+,0,0,1,4
márcido,-,3,0,0,3
intermezzo,U,0,0,0,5
daimoso,+,0,0,2,3
empolgadura,U,0,0,0,4
impetigo,U,0,0,0,-1
impetigem,U,0,0,0,-1
recostar-se,-,1,0,0,4
volteação,U,0,0,0,-1
erva-lombrigueira,U,0,0,0,-1
abrótano-macho,U,0,0,0,-1
pliópode,U,0,0,0,-1
pleópode,U,0,0,0,-1
bojarda,-,2,0,0,4
patranhas,-,1,0,0,3
lídimo,0,0,2,0,3
consecutivamente,0,0,1,0,8
escocês,U,0,0,0,-1
oiteiro,+,0,0,1,5
reversão,+,0,0,1,7
premeditado,+,0,0,2,4
fisgado,+,0,0,2,5
faneco,-,3,0,0,4
intelectivo,-,1,0,0,6
abre-cápsulas,U,0,0,0,-1
demão,+,0,0,2,2
terriola,+,0,0,1,4
flux,0,0,1,0,3
bilhostre,0,0,1,0,3
começador,+,0,0,1,7
actor,+,0,0,1,4
semivogal,U,0,0,0,-1
semiconsoante,U,0,0,0,-1
espiagem,+,0,0,1,6
alfange,U,0,0,0,5
cimitarra,U,0,0,0,6
siroco,U,0,0,0,-1
xaroco,U,0,0,0,-1
torticeiro,-,1,0,0,3
hialóide,U,0,0,0,-1
hialino,U,0,0,0,-1
desvalijar,U,0,0,0,4
que-farte,0,0,1,0,6
abusão,-,1,0,0,3
dessalgar,0,0,1,0,7
estoraque,-,1,0,0,4
arrufo,-,1,0,0,5
vassourar,+,0,0,2,4
escócia,U,0,0,0,-1
nacela,U,0,0,0,-1
vagina,+,0,0,2,4
cona,+,0,0,1,5
mangonar,+,0,0,1,8
chafarica,0,0,1,0,4
escarcalhar,0,0,1,0,4
carreiros,U,0,0,0,-1
andanhos,U,0,0,0,-1
morigerar,0,0,1,0,4
confederar,U,0,0,0,-1
coligar,U,0,0,0,-1
mundícia,+,0,0,3,4
mundificação,+,0,0,1,5
feminil,U,0,0,0,-1
mulheril,U,0,0,0,-1
aldrabar,0,0,2,0,3
atérmico,U,0,0,0,-1
atermal,U,0,0,0,-1
brancal,-,1,0,0,4
rodeiro,U,0,0,0,4
almejar,U,0,0,0,4
outão,U,0,0,0,-1
empena,U,0,0,0,-1
acrimónia,-,1,0,0,3
carapeteiro,A,1,1,0,5
fivela,-,1,0,0,3
enrolar-se,-,2,1,0,3
surtida,+,0,0,1,4
lavragem,U,0,0,0,4
apresador,U,0,0,0,-1
pacoveira,U,0,0,0,-1
pacobeira,U,0,0,0,-1
estilhaço,+,1,0,2,4
astilha,+,0,0,1,5
electrobiologia,U,0,0,0,-1
electrofisiologia,U,0,0,0,-1
abjuração,-,4,0,0,5
contingencial,+,0,0,1,5
chila,+,0,0,1,5
barganha,-,1,0,0,3
precatado,0,0,1,0,3
comédia,-,3,0,0,3
equícola,+,0,0,1,5
bem-haja,+,0,0,1,4
cadilha,-,1,0,0,3
golfinho,U,0,0,0,-1
germão,U,0,0,0,-1
bailarino,+,0,0,1,12
escornar,-,1,0,0,3
caciquismo,U,0,0,0,-1
eleitorite,U,0,0,0,-1
migar,0,0,1,0,7
latagão,U,0,0,0,-1
munições,+,0,0,2,5
larguear,0,0,3,0,3
exortar,0,0,3,0,3
coaxar,U,0,0,0,-1
galanice,+,0,0,2,3
espalhafatar,+,0,0,1,5
trilar,U,0,0,0,5
descarnamento,U,0,0,0,-1
descarnadura,U,0,0,0,-1
melena,-,1,0,0,5
arvícola,U,0,0,0,9
vaqueiro,U,0,0,0,-1
ganadeiro,U,0,0,0,-1
trogalho,+,0,0,1,5
torgalho,+,0,0,2,4
acetar,U,0,0,0,4
incontestavelmente,0,0,1,0,3
miolo,+,0,0,2,2
desfolhada,+,0,0,1,6
desmantadela,+,0,0,1,7
ladineza,-,2,0,0,3
fato-macaco,-,1,0,0,2
ilacrimável,-,2,0,0,3
patrocinado,+,0,0,1,4
confidencial,U,0,0,0,3
aristocratizar,+,0,0,1,2
percevejo-do-monte,U,0,0,0,-1
fedavelha,U,0,0,0,-1
inflamador,+,0,0,1,6
vidrino,-,1,0,0,5
irisado,+,0,0,1,5
paz-de-alma,0,0,1,0,6
pax-vóbis,0,0,1,0,5
fulgurito,U,0,0,0,-1
ceráunia,U,0,0,0,-1
diversificar,+,0,0,1,3
inconsequência,-,2,0,0,5
franca-tripa,A,1,0,1,5
contemplável,0,0,1,0,3
densar,-,1,0,0,5
foguetório,+,0,0,1,5
alvíssaras,-,1,0,0,5
curvilíneo,-,1,0,0,4
preclaridade,U,0,0,0,3
caraça,-,2,0,1,4
galhipo,U,0,0,0,8
farrusca,-,1,0,0,5
tisna,-,1,0,0,6
ferrolho,+,0,0,1,7
secador,-,1,0,0,3
Enoteráceas,U,0,0,0,-1
Onagráceas,U,0,0,0,-1
vetar,U,0,0,0,4
cabobo,U,0,0,0,-1
iaiá,-,1,0,0,6
volatilização,U,0,0,0,-1
Digesto,U,0,0,0,-1
Pandectas,U,0,0,0,-1
encerar,0,0,1,0,7
sincrético,U,0,0,0,-1
sincretista,U,0,0,0,-1
assoberbante,0,0,2,0,3
electropexia,U,0,0,0,-1
electrochoque,U,0,0,0,-1
alojado,+,0,0,1,5
retracto,-,2,0,0,4
plasticizar,0,0,1,0,4
soberbia,-,2,0,0,4
gireza,-,3,0,0,2
neutralmente,0,0,1,0,5
despreparo,-,2,0,0,3
derrubado,-,2,0,0,3
destronar,-,1,0,0,1
descoroar,-,1,0,0,2
berne,-,1,0,0,5
escavamento,U,0,0,0,5
objectividade,U,0,0,0,-1
aparentemente,U,0,0,0,-1
asquerosidade,-,1,0,0,5
aprazedor,+,0,0,1,3
tresvariar,U,0,0,0,4
groselheira,U,0,0,0,-1
groselha,U,0,0,0,-1
ampliatório,U,0,0,0,-1
ramificar-se,0,0,2,0,4
içamento,0,0,2,0,3
sibana,+,0,0,1,5
sumição,0,0,2,0,5
engendrado,+,0,0,1,4
interferência,+,0,0,2,2
parlapatão,A,2,0,2,4
canapé,+,0,0,1,5
vazadouro,+,0,0,1,9
despejadouro,+,0,0,1,10
malíssimo,-,1,0,0,5
celulífero,U,0,0,0,-1
celulado,U,0,0,0,-1
rotunda,A,0,1,1,4
vulnerante,U,0,0,0,-1
vulnerador,U,0,0,0,-1
pragmatismo,U,0,0,0,-1
activismo,U,0,0,0,-1
refrigeração,-,3,0,0,6
fumigar,0,0,1,0,5
preexcelente,+,0,0,1,4
magnólio,+,0,0,1,5
malgalante,0,0,3,0,3
aliciente,-,1,0,0,3
conjurador,+,0,0,2,9
súber,U,0,0,0,7
cortiça,U,0,0,0,6
reenviado,0,0,1,0,5
perecedouro,-,1,0,0,3
bogar,0,0,1,0,3
expensas,U,0,0,0,5
lenço,-,1,0,0,5
tarraçada,U,0,0,0,-1
flósculo,U,0,0,0,-1
florículo,U,0,0,0,-1
descompassar,U,0,0,0,4
normalmente,0,0,2,0,3
lençol,-,1,0,0,5
chasqueio,+,0,0,1,2
filipêndula,U,0,0,0,-1
enanto,U,0,0,0,-1
gimnospérmicas,U,0,0,0,-1
gimnosperma,U,0,0,0,-1
enconchar,U,0,0,0,3
calhordice,-,1,0,0,8
atapetar,0,0,2,0,4
toupeira,-,1,0,0,4
engadanhar-se,-,1,0,0,7
farináceo,U,0,0,0,-1
farinhudo,U,0,0,0,-1
arando,U,0,0,0,-1
mirtilo,U,0,0,0,-1
coronário,-,1,0,0,3
coqueiro,U,0,0,0,7
xaréu,-,1,0,0,5
camelice,-,2,0,0,4
puxado,-,1,0,0,2
caiador,U,0,0,0,-1
caieiro,U,0,0,0,-1
sincelo,U,0,0,0,-1
aproveitar-se,0,0,1,0,4
vandalização,+,0,0,2,4
importantíssimo,0,0,1,0,5
historiador,U,0,0,0,-1
cronista,U,0,0,0,-1
realentar,+,0,0,1,3
inoportunidade,U,0,0,0,-1
intempestividade,U,0,0,0,-1
fartação,A,1,0,1,5
tragadeiro,+,0,0,1,5
atrasar-se,U,0,0,0,4
turpilóquio,-,2,0,0,5
recordado,+,0,0,1,5
criticável,U,0,0,0,3
astuciosamente,U,0,0,0,-1
tortuosamente,U,0,0,0,-1
pécora,-,1,0,0,5
trombada,-,1,0,0,3
jantarada,-,1,0,0,5
desaprazível,-,1,0,0,4
sensacionalista,U,0,0,0,6
diviso,U,0,0,0,4
beatificado,+,0,0,1,3
empegar,U,0,0,0,5
secundinas,U,0,0,0,-1
pelico,U,0,0,0,-1
paciência,+,2,0,6,4
figueira-da-índia,+,0,0,1,5
prolusão,+,0,0,2,5
elanguescente,-,2,0,0,2
extravaganciar,0,0,1,0,4
compaginar,0,0,1,0,3
necear,U,0,0,0,5
diáclase,+,0,0,1,5
colacionar,0,0,2,0,3
cardenho,U,0,0,0,-1
cardanha,U,0,0,0,-1
rubescência,+,0,0,1,5
desdobrado,U,0,0,0,-1
triplicado,U,0,0,0,-1
liberalmente,U,0,0,0,-1
desassanhar,-,1,0,0,5
chambã,0,0,1,0,4
patacas,U,0,0,0,-1
funil,U,0,0,0,-1
arremedo,+,0,0,2,3
manivelar,0,0,1,0,4
remordimento,+,0,0,1,4
mascavar,0,0,2,0,4
casota,+,0,0,1,6
eructar,+,0,0,1,4
cascarrão,+,0,0,1,6
bordada,+,0,0,2,4
apaparicamento,+,0,0,1,4
hipnose,-,1,0,0,4
lapúrdio,A,1,1,0,3
distinguível,U,0,0,0,-1
diferençável,U,0,0,0,-1
cavalo,+,0,0,1,6
comparecente,+,0,0,1,3
civilmente,+,0,0,1,8
descorar,0,0,1,0,4
primaveril,+,0,0,1,6
pireneu,U,0,0,0,-1
pirenaico,U,0,0,0,-1
centralista,U,0,0,0,-1
centralizador,U,0,0,0,-1
floco,-,1,0,0,5
distanciar-se,+,0,0,1,3
desafinadamente,U,0,0,0,-1
destemperadamente,U,0,0,0,-1
deluso,-,1,0,0,7
secção,0,0,2,0,3
crestante,-,1,0,0,4
luxoso,+,0,0,1,5
tragacanta,U,0,0,0,-1
bálano,-,1,0,0,5
toilette,0,0,1,0,4
desenrubescer,0,0,1,0,4
éden,+,0,0,1,5
encargar,0,0,1,0,4
estrovenga,U,0,0,0,-1
tiradeira,U,0,0,0,-1
sobrecarregamento,-,1,0,0,4
calheta,+,0,0,2,4
saboreado,+,0,0,1,5
derrear-se,-,1,0,0,5
touceiral,-,1,0,0,6
atopetar,+,0,0,1,5
noto,+,0,0,3,4
amanhar-se,0,0,1,0,2
arremedar,A,0,1,1,3
espectadores,+,0,0,1,2
circunstante,+,0,0,3,3
passável,A,0,1,1,3
realismo,0,0,1,0,5
pulvinar,U,0,0,0,5
algaraviada,-,1,0,0,3
atafulhar,-,1,0,0,7
atapulhar,-,1,0,0,6
ambulação,-,1,0,0,4
gauchada,-,1,0,0,3
doméstico,A,0,2,2,3
balbuciadela,-,1,0,0,3
balbuciamento,-,1,0,0,4
giraldinha,-,1,0,0,4
insulação,+,0,0,1,6
ínsua,U,0,0,0,-1
incinerar,U,0,0,0,-1
cinerar,U,0,0,0,-1
bamboar-se,0,0,1,0,5
patibular,-,2,0,0,3
intermitir,U,0,0,0,4
congraçador,-,1,0,0,7
vespeiro,U,0,0,0,-1
ontófago,U,0,0,0,-1
taxímetro,U,0,0,0,-1
passarinheiro,U,0,0,0,-1
passareiro,U,0,0,0,-1
arcitenente,0,0,1,0,8
magíster,0,0,1,0,3
trancinha,U,0,0,0,-1
trancelim,U,0,0,0,-1
zaragalhada,-,2,0,0,3
torrefacção,-,1,0,0,6
esturro,-,1,0,0,5
pigarço,-,1,0,0,6
picaço,-,1,0,0,5
mosqueteiro,+,0,0,1,5
chilindró,+,0,0,2,3
ajeitar-se,-,1,0,0,4
emaranhamento,+,0,0,1,4
ares,+,0,0,1,5
atortumelado,-,1,0,0,4
indiligência,-,2,0,0,4
tapar-se,-,1,0,0,4
bajulatório,+,0,0,1,3
boa-nova,+,0,0,1,4
chanfalhar,-,1,0,0,4
abelhudice,+,0,0,1,5
malversado,-,1,0,0,5
equivocar,-,1,0,0,3
enfurecimento,-,1,0,0,4
goleador,U,0,0,0,-1
