bom, 1
mau, -1
normal, 0
permiar, 1
engrandecer, 1
habilidade, 1
perceber, 1
riso, 1
desenvolvimento, 0
fazer, 0
referir, 0
chupeta, 0
muito, 0
chover, 0
ruído, -1
crueldade, -1
humilhar, -1
logro, -1
aliança, 1
auxílio, 1


